epoch,learning_rate,train_loss,train_acc,test_loss,test_acc,best_acc
118,0.0008000000000000003,686.8038519620895,10.06,nan,9.95,41.57
119,0.0008000000000000003,686.9214173555374,9.96,nan,10.12,41.57
120,0.0008000000000000003,686.8889933824539,10.106,nan,10.07,41.57
121,0.00016000000000000004,686.8885488510132,10.048,nan,10.09,41.57
122,0.00016000000000000004,686.8166741132736,10.25,nan,10.08,41.57
123,0.00016000000000000004,686.7539354562759,10.15,nan,10.17,41.57
124,0.00016000000000000004,686.7571877241135,9.928,nan,10.17,41.57
125,0.00016000000000000004,686.8410376310349,9.88,nan,10.2,41.57
126,0.00016000000000000004,686.8319138288498,10.132,nan,10.11,41.57
127,0.00016000000000000004,686.8538235425949,9.932,nan,10.21,41.57
128,0.00016000000000000004,686.7575217485428,10.16,nan,10.2,41.57
129,0.00016000000000000004,686.846542596817,10.12,nan,10.2,41.57
130,0.00016000000000000004,686.8004405498505,9.96,nan,10.15,41.57
131,0.00016000000000000004,686.9146201610565,9.898,nan,10.13,41.57
132,0.00016000000000000004,686.6837328672409,10.072,nan,10.13,41.57
133,0.00016000000000000004,686.7686169147491,10.308,nan,10.11,41.57
134,0.00016000000000000004,686.7815325260162,10.042,nan,10.14,41.57
135,0.00016000000000000004,686.8058016300201,10.208,nan,10.19,41.57
136,0.00016000000000000004,686.8231712579727,10.118,nan,10.1,41.57
137,0.00016000000000000004,686.7628782987595,9.918,nan,10.2,41.57
138,0.00016000000000000004,686.7065173387527,10.066,nan,10.19,41.57
139,0.00016000000000000004,686.7010090351105,10.292,nan,10.13,41.57
140,0.00016000000000000004,686.7875062227249,10.004,nan,10.19,41.57
141,0.00016000000000000004,686.8044732809067,10.238,nan,10.2,41.57
142,0.00016000000000000004,686.7601121664047,10.212,nan,10.18,41.57
143,0.00016000000000000004,686.7437205314636,10.132,nan,10.12,41.57
144,0.00016000000000000004,686.8445000648499,10.186,nan,10.35,41.57
145,0.00016000000000000004,686.8622778654099,10.118,nan,10.17,41.57
146,0.00016000000000000004,686.6963707208633,10.144,nan,10.18,41.57
147,0.00016000000000000004,686.7587401866913,10.056,nan,10.15,41.57
148,0.00016000000000000004,686.7468935251236,10.176,nan,9.49,41.57
149,0.00016000000000000004,686.6641176939011,10.104,nan,10.16,41.57
150,0.00016000000000000004,686.7993724346161,10.212,nan,10.19,41.57
151,0.00016000000000000004,686.7742067575455,10.032,nan,10.18,41.57
152,0.00016000000000000004,686.8530606031418,10.258,nan,10.16,41.57
153,0.00016000000000000004,686.7674160003662,10.278,nan,10.11,41.57
154,0.00016000000000000004,686.8182059526443,10.176,nan,10.07,41.57
155,0.00016000000000000004,686.749761223793,10.206,nan,9.92,41.57
156,0.00016000000000000004,686.7562075853348,10.008,nan,10.22,41.57
157,0.00016000000000000004,686.8106937408447,10.198,nan,10.15,41.57
158,0.00016000000000000004,686.7820907831192,10.01,nan,10.18,41.57
159,0.00016000000000000004,686.7653794288635,10.348,nan,10.16,41.57
160,0.00016000000000000004,686.702806353569,10.166,nan,10.4,41.57
161,0.00016000000000000004,686.7225751876831,10.132,nan,10.23,41.57
162,0.00016000000000000004,686.771458864212,10.152,nan,10.17,41.57
163,0.00016000000000000004,686.7507727146149,10.11,nan,10.19,41.57
164,0.00016000000000000004,686.8197492361069,10.13,nan,10.26,41.57
165,0.00016000000000000004,686.7366752624512,10.226,nan,10.27,41.57
166,0.00016000000000000004,686.722151517868,10.176,nan,10.23,41.57
167,0.00016000000000000004,686.8302059173584,10.252,nan,10.23,41.57
168,0.00016000000000000004,686.6796953678131,10.174,nan,10.21,41.57
169,0.00016000000000000004,686.6139353513718,10.004,nan,10.18,41.57
170,0.00016000000000000004,686.6767717599869,10.338,nan,10.22,41.57
171,0.00016000000000000004,686.7439880371094,10.158,nan,10.19,41.57
172,0.00016000000000000004,686.7188012599945,10.19,nan,10.11,41.57
173,0.00016000000000000004,686.7743421792984,9.974,nan,10.18,41.57
174,0.00016000000000000004,686.6854544878006,10.19,nan,10.33,41.57
175,0.00016000000000000004,686.7588165998459,9.996,nan,10.11,41.57
176,0.00016000000000000004,686.7076038122177,10.228,nan,10.14,41.57
177,0.00016000000000000004,686.7818536758423,10.188,nan,10.15,41.57
178,0.00016000000000000004,686.7154189348221,10.21,nan,10.2,41.57
179,0.00016000000000000004,686.7702273130417,10.14,nan,10.24,41.57
180,0.00016000000000000004,686.6542385816574,10.072,nan,10.28,41.57
181,0.00016000000000000004,686.7049808502197,10.274,nan,10.18,41.57
182,0.00016000000000000004,686.6963632106781,10.504,nan,10.35,41.57
183,0.00016000000000000004,686.624263048172,10.306,nan,10.26,41.57
184,0.00016000000000000004,686.6542158126831,10.314,nan,10.18,41.57
185,0.00016000000000000004,686.5810741186142,10.094,nan,10.44,41.57
186,0.00016000000000000004,686.7328162193298,10.372,nan,10.28,41.57
187,0.00016000000000000004,686.6906632184982,10.358,nan,10.14,41.57
188,0.00016000000000000004,686.7467838525772,10.172,nan,10.23,41.57
189,0.00016000000000000004,686.7083452939987,10.21,nan,10.27,41.57
190,0.00016000000000000004,686.6393737792969,10.162,nan,10.37,41.57
191,0.00016000000000000004,686.6940968036652,10.302,nan,10.18,41.57
192,0.00016000000000000004,686.6288375854492,10.146,nan,10.31,41.57
193,0.00016000000000000004,686.6440807580948,9.972,nan,10.42,41.57
194,0.00016000000000000004,686.588223695755,10.488,nan,10.27,41.57
195,0.00016000000000000004,686.6182209253311,10.366,nan,10.14,41.57
196,0.00016000000000000004,686.7003264427185,10.27,nan,10.23,41.57
197,0.00016000000000000004,686.6762895584106,10.288,nan,10.28,41.57
198,0.00016000000000000004,686.6061397790909,10.324,nan,10.41,41.57
199,0.00016000000000000004,686.5125774145126,10.596,nan,10.45,41.57
