epoch,learning_rate,train_loss,train_acc,test_loss,test_acc,best_acc
108,0.0008000000000000003,15.899923630058765,99.234,51731.14916282892,88.28,88.53
109,0.0008000000000000003,16.092746188864112,99.176,17994.829118296504,88.14,88.53
110,0.0008000000000000003,15.612055072560906,99.278,2200566.804991357,88.25,88.53
111,0.0008000000000000003,15.742297485470772,99.242,25848382.119607575,88.32,88.53
112,0.0008000000000000003,15.569451263174415,99.23,74845.14219611883,88.29,88.53
113,0.0008000000000000003,15.353839231655002,99.242,406742.4246191755,88.38,88.53
114,0.0008000000000000003,15.292282992973924,99.312,2241847861.7551026,88.2,88.53
115,0.0008000000000000003,15.427690582349896,99.278,135.29367055743933,88.3,88.53
116,0.0008000000000000003,15.06613871641457,99.332,29784.52047703415,88.17,88.53
117,0.0008000000000000003,14.97379083558917,99.308,264.12533635646105,88.31,88.53
118,0.0008000000000000003,14.991496689617634,99.344,289.0412070453167,88.17,88.53
119,0.0008000000000000003,14.664593611843884,99.29,12062.302410595119,88.19,88.53
120,0.0008000000000000003,14.693744782358408,99.39,43934.738533847034,88.4,88.53
121,0.00016000000000000004,14.298625444062054,99.41,79475.84718431532,88.33,88.53
122,0.00016000000000000004,13.699201423674822,99.432,8656.196058928967,88.43,88.53
123,0.00016000000000000004,13.57788098976016,99.41,9200.389988280833,88.39,88.53
124,0.00016000000000000004,13.762804791331291,99.412,8293.121813260019,88.21,88.53
125,0.00016000000000000004,13.802049845457077,99.408,41357.21933589131,88.24,88.53
126,0.00016000000000000004,13.882915131747723,99.468,616.9746130332351,88.26,88.53
127,0.00016000000000000004,13.386040042154491,99.476,1417.1428118348122,88.18,88.53
128,0.00016000000000000004,13.473371792584658,99.482,61469.607772521675,88.36,88.53
129,0.00016000000000000004,13.784841630607843,99.406,134093.49905533344,88.18,88.53
130,0.00016000000000000004,13.601568197831511,99.43,711.3801671564579,88.25,88.53
131,0.00016000000000000004,13.227981999516487,99.478,1372.0380920767784,88.29,88.53
132,0.00016000000000000004,13.497952757403255,99.478,1264.398068509996,88.43,88.53
133,0.00016000000000000004,13.51591701246798,99.438,47612.499147333205,88.35,88.53
134,0.00016000000000000004,13.128742523491383,99.494,18607.946234971285,88.12,88.53
135,0.00016000000000000004,13.508534350432456,99.474,1087.4116058796644,88.31,88.53
136,0.00016000000000000004,13.388876747339964,99.48,3023.3239539414644,88.24,88.53
137,0.00016000000000000004,13.429765656590462,99.452,10455.672744683921,88.34,88.53
138,0.00016000000000000004,13.22072096914053,99.468,28144.193584434688,88.14,88.53
139,0.00016000000000000004,13.20762933511287,99.486,15128.10479721427,88.26,88.53
140,0.00016000000000000004,13.456879140809178,99.43,69508.05202952772,88.25,88.53
141,0.00016000000000000004,13.234627618454397,99.428,36115.69777760655,88.12,88.53
142,0.00016000000000000004,12.951459787786007,99.492,258151.45036890358,88.16,88.53
143,0.00016000000000000004,12.912614883854985,99.524,24467.75165720284,88.19,88.53
144,0.00016000000000000004,13.580057883635163,99.416,102351.87906622142,88.36,88.53
145,0.00016000000000000004,12.975030146539211,99.524,430034.8180299029,88.26,88.53
146,0.00016000000000000004,12.978856393136084,99.51,33249.09739881009,88.37,88.53
147,0.00016000000000000004,13.051332941278815,99.476,336036.02623960376,88.22,88.53
148,0.00016000000000000004,12.942808181978762,99.51,367528.0388330668,88.29,88.53
149,0.00016000000000000004,13.0381119530648,99.494,475906.7985514775,88.25,88.53
150,0.00016000000000000004,12.909903973340988,99.52,3491.7115478664637,88.32,88.53
151,0.00016000000000000004,12.740834610536695,99.542,1740.644063435495,88.33,88.53
152,0.00016000000000000004,12.855381906032562,99.55,14689.071826890111,88.27,88.53
153,0.00016000000000000004,13.093932079151273,99.486,32258.73673002422,88.22,88.53
154,0.00016000000000000004,12.84496590681374,99.52,97222.50794009119,88.2,88.53
155,0.00016000000000000004,12.921412821859121,99.522,143907.68196211755,88.2,88.53
156,0.00016000000000000004,12.822978032752872,99.54,951145.3159238771,88.27,88.53
157,0.00016000000000000004,12.876769077032804,99.484,33839.338748417795,88.23,88.53
158,0.00016000000000000004,12.464884803630412,99.568,2682335.9983350486,88.08,88.53
159,0.00016000000000000004,12.825614117085934,99.518,105779.49134683609,88.23,88.53
160,0.00016000000000000004,12.576268147677183,99.536,134.7047507762909,88.26,88.53
161,0.00016000000000000004,12.765943155623972,99.494,11087.861357912421,88.12,88.53
162,0.00016000000000000004,12.772468082606792,99.514,3444.942587248981,88.38,88.53
163,0.00016000000000000004,12.485802384093404,99.584,9415.046925127506,88.28,88.53
164,0.00016000000000000004,12.532480219379067,99.554,7906.4699277207255,88.22,88.53
165,0.00016000000000000004,12.620472868904471,99.558,8598.861430600286,88.24,88.53
166,0.00016000000000000004,12.617195267230272,99.522,24878.37505093217,88.39,88.53
167,0.00016000000000000004,12.58175046928227,99.532,3077.280612193048,88.21,88.53
168,0.00016000000000000004,12.503217856399715,99.526,36548.723507374525,88.16,88.53
169,0.00016000000000000004,12.555009407922626,99.516,62589.62136152387,88.29,88.53
170,0.00016000000000000004,12.44740956556052,99.58,170368.2717320472,88.34,88.53
171,0.00016000000000000004,12.668306509032845,99.516,3125.3825185745955,88.33,88.53
172,0.00016000000000000004,12.54360724054277,99.522,1731.6363423466682,88.19,88.53
173,0.00016000000000000004,12.564195190556347,99.518,56768.04911927879,88.17,88.53
174,0.00016000000000000004,12.470918944105506,99.576,8686.97299515456,88.15,88.53
175,0.00016000000000000004,12.274448983371258,99.564,28658.892887465656,88.22,88.53
176,0.00016000000000000004,12.360562892630696,99.554,3939.196788072586,88.24,88.53
177,0.00016000000000000004,12.730064675211906,99.5,149.37261590361595,88.01,88.53
178,0.00016000000000000004,12.327929988503456,99.576,235342.72170046717,88.31,88.53
179,0.00016000000000000004,12.261500710621476,99.59,11209.992343083024,88.33,88.53
180,0.00016000000000000004,12.1872434373945,99.56,252418.71462985873,88.22,88.53
181,0.00016000000000000004,11.987618146464229,99.59,11381.258869767189,88.24,88.53
182,0.00016000000000000004,12.1264653140679,99.596,3085.5187632143497,88.33,88.53
183,0.00016000000000000004,12.22865879908204,99.59,27329.50252316147,88.21,88.53
184,0.00016000000000000004,12.320172471925616,99.522,184905.06894041598,88.38,88.53
185,0.00016000000000000004,12.175936189480126,99.596,572117.2966888398,88.51,88.53
186,0.00016000000000000004,12.18985839933157,99.59,3219.5229809060693,88.26,88.53
187,0.00016000000000000004,12.303135961294174,99.602,7187.636542223394,88.44,88.53
188,0.00016000000000000004,11.994130849838257,99.586,6111.078400418162,88.44,88.53
189,0.00016000000000000004,11.934254635125399,99.622,29512.859013848007,88.35,88.53
190,0.00016000000000000004,11.976816864684224,99.584,41496.066940151155,88.38,88.53
191,0.00016000000000000004,12.012539808638394,99.608,673932.7775698304,88.29,88.53
192,0.00016000000000000004,12.145986045710742,99.58,9368.123058103025,88.25,88.53
193,0.00016000000000000004,12.258797941729426,99.562,514725.41117450595,88.33,88.53
194,0.00016000000000000004,12.301472125574946,99.544,310197.5551171154,88.26,88.53
195,0.00016000000000000004,12.001969912089407,99.594,508147.2217769623,88.37,88.53
196,0.00016000000000000004,12.414198586717248,99.536,27517888.606117286,88.31,88.53
197,0.00016000000000000004,12.058746260590851,99.536,31804412.989637643,88.3,88.53
198,0.00016000000000000004,12.134764295071363,99.564,58521.74413334578,88.26,88.53
199,0.00016000000000000004,11.941580822691321,99.566,1944828.4790139496,88.39,88.53
