epoch,learning_rate,train_loss,train_acc,test_loss,test_acc,best_acc
0,0.1,450.91572946310043,45.484,85.85087829828262,59.73,59.73
1,0.1,283.4149454832077,67.038,63.36776512861252,72.11,72.11
2,0.1,216.86189955472946,75.182,52.915192514657974,76.55,76.55
3,0.1,186.29627162218094,78.754,47.65731859207153,79.14,79.14
4,0.1,164.3467233479023,81.344,43.68465858697891,80.77,80.77
5,0.1,150.49867786467075,83.054,43.42727318406105,80.95,80.95
6,0.1,140.89512714743614,84.116,39.55900712311268,82.37,82.37
7,0.1,135.74282355606556,84.702,36.8863729685545,83.52,83.52
8,0.1,129.27493596076965,85.382,39.937890246510506,82.36,83.52
9,0.1,127.34569695591927,85.6,40.383320808410645,82.13,83.52
10,0.1,123.17436572909355,86.04,34.811444878578186,84.51,84.51
11,0.1,121.24608393013477,86.328,36.22644476592541,84.01,84.51
12,0.1,119.40134827792645,86.468,38.641219183802605,82.85,84.51
13,0.1,116.53221674263477,86.806,39.84831582009792,82.42,84.51
14,0.1,115.30067339539528,86.93,35.22889359295368,84.64,84.64
15,0.1,111.86111636459827,87.362,34.13882586359978,85.07,85.07
16,0.1,111.07632252573967,87.494,34.718529015779495,84.47,85.07
17,0.1,110.95753571391106,87.496,37.7102424800396,83.38,85.07
18,0.1,108.54875074326992,87.774,34.15028791129589,84.96,85.07
19,0.1,107.1840346455574,88.02,38.434069246053696,83.4,85.07
20,0.1,107.68184383958578,87.966,35.28044147789478,84.72,85.07
21,0.1,107.14454950392246,87.748,35.37716160714626,84.63,85.07
22,0.1,105.11332306265831,88.06,30.689192548394203,86.38,86.38
23,0.1,104.07669061422348,88.184,37.01550656557083,83.99,86.38
24,0.1,103.7702367529273,88.504,35.62338478863239,84.16,86.38
25,0.1,103.87535504251719,88.246,38.8702347278595,82.77,86.38
26,0.1,101.66481993347406,88.602,36.16234512627125,84.12,86.38
27,0.1,103.36143924295902,88.198,40.0929973423481,83.49,86.38
28,0.1,102.47531501203775,88.54,39.95971402525902,82.87,86.38
29,0.1,101.26621916890144,88.722,35.42575064301491,84.42,86.38
30,0.1,100.74132886528969,88.796,32.4399776160717,85.61,86.38
31,0.020000000000000004,57.89599895477295,93.544,18.590581394732,91.82,91.82
32,0.020000000000000004,43.52422972023487,95.306,17.409783989191055,92.16,92.16
33,0.020000000000000004,38.02698989212513,95.97,16.47232010215521,92.57,92.57
34,0.020000000000000004,34.245666805654764,96.366,17.17767360061407,92.51,92.57
35,0.020000000000000004,33.10534736327827,96.442,17.725409783422947,92.41,92.57
36,0.020000000000000004,31.29505385272205,96.664,18.210133619606495,92.15,92.57
37,0.020000000000000004,29.962304508313537,96.71,17.400409914553165,92.56,92.57
38,0.020000000000000004,29.691101426258683,96.776,19.203042093664408,91.76,92.57
39,0.020000000000000004,30.070402707904577,96.662,19.975379087030888,91.33,92.57
40,0.020000000000000004,30.696688489988446,96.698,19.89992966130376,91.59,92.57
41,0.020000000000000004,29.423066906630993,96.86,18.366644330322742,92.02,92.57
42,0.020000000000000004,30.904722904786468,96.71,19.867301769554615,91.64,92.57
43,0.020000000000000004,30.56011858396232,96.67,18.508814089000225,92.16,92.57
44,0.020000000000000004,31.1460164450109,96.67,20.627110302448273,91.33,92.57
45,0.020000000000000004,30.96675919275731,96.576,20.26345095038414,91.3,92.57
46,0.020000000000000004,31.785306200385094,96.564,19.75950189307332,91.68,92.57
47,0.020000000000000004,32.39490115083754,96.338,22.188688315451145,90.89,92.57
48,0.020000000000000004,32.0439433157444,96.414,19.444253481924534,91.84,92.57
49,0.020000000000000004,31.612516400404274,96.506,20.368318051099777,91.35,92.57
50,0.020000000000000004,32.120837811380625,96.434,19.627078287303448,91.82,92.57
51,0.020000000000000004,32.76582223176956,96.402,22.260097302496433,90.51,92.57
52,0.020000000000000004,31.47664168290794,96.568,20.608576461672783,91.25,92.57
53,0.020000000000000004,31.07483695819974,96.638,21.078762888908386,91.22,92.57
54,0.020000000000000004,32.72332233004272,96.428,20.56856556981802,91.07,92.57
55,0.020000000000000004,32.081607980653644,96.496,20.029290907084942,91.55,92.57
56,0.020000000000000004,32.24974358454347,96.538,21.115452609956264,91.09,92.57
57,0.020000000000000004,32.82759564742446,96.368,19.06702470779419,91.9,92.57
58,0.020000000000000004,31.390696650370955,96.612,20.31992133706808,91.47,92.57
59,0.020000000000000004,32.38245873712003,96.422,21.367642275989056,90.8,92.57
60,0.020000000000000004,31.762344358488917,96.538,19.56851077824831,91.43,92.57
61,0.004000000000000001,15.336816845927387,98.462,15.241323810070753,93.78,93.78
62,0.004000000000000001,9.62094049854204,99.15,14.566655930131674,94.04,94.04
63,0.004000000000000001,7.845881244633347,99.36,14.95176150277257,94.17,94.17
64,0.004000000000000001,6.719886945327744,99.466,14.916702002286911,94.08,94.17
65,0.004000000000000001,5.711775597650558,99.594,14.529935985803604,94.25,94.25
66,0.004000000000000001,5.171816459391266,99.624,14.850010506808758,94.08,94.25
